product,quantity_sold,dates
chocolate oats protein bar,422,7/18/2024
chocolate oats protein bar,259,7/23/2024
chocolate oats protein bar,435,7/24/2024
chocolate oats protein bar,975,7/29/2024
chocolate oats protein bar,704,7/29/2024
chocolate oats protein bar,632,7/29/2024
chocolate oats protein bar,22,7/30/2024
chocolate oats protein bar,990,8/3/2024
chocolate oats protein bar,751,8/4/2024
chocolate oats protein bar,186,8/9/2024
chocolate oats protein bar,510,8/10/2024
chocolate oats protein bar,390,8/13/2024
chocolate oats protein bar,10,8/15/2024
chocolate oats protein bar,718,8/16/2024
chocolate oats protein bar,37,8/16/2024
chocolate oats protein bar,649,8/18/2024
chocolate oats protein bar,309,8/20/2024
chocolate oats protein bar,328,8/20/2024
chocolate oats protein bar,263,8/28/2024
chocolate oats protein bar,177,8/29/2024
chocolate oats protein bar,966,8/31/2024
chocolate oats protein bar,617,9/6/2024
chocolate oats protein bar,476,9/6/2024
chocolate oats protein bar,577,9/6/2024
chocolate oats protein bar,879,9/7/2024
chocolate oats protein bar,488,9/7/2024
chocolate oats protein bar,286,9/9/2024
chocolate oats protein bar,735,9/11/2024
chocolate oats protein bar,418,9/11/2024
chocolate oats protein bar,321,9/11/2024
chocolate oats protein bar,299,9/12/2024
chocolate oats protein bar,89,9/16/2024
chocolate oats protein bar,373,9/17/2024
chocolate oats protein bar,203,9/26/2024
chocolate oats protein bar,977,9/30/2024
chocolate oats protein bar,707,10/4/2024
chocolate oats protein bar,629,10/6/2024
chocolate oats protein bar,177,10/10/2024
chocolate oats protein bar,185,10/13/2024
chocolate oats protein bar,553,10/14/2024
chocolate oats protein bar,650,10/14/2024
chocolate oats protein bar,698,10/16/2024
chocolate oats protein bar,83,10/18/2024
chocolate oats protein bar,717,10/19/2024
chocolate oats protein bar,570,10/20/2024
chocolate oats protein bar,194,10/21/2024
chocolate oats protein bar,587,10/23/2024
chocolate oats protein bar,227,11/2/2024
chocolate oats protein bar,701,11/5/2024
chocolate oats protein bar,929,11/8/2024
chocolate oats protein bar,71,11/8/2024
chocolate oats protein bar,22,11/9/2024
chocolate oats protein bar,854,11/9/2024
chocolate oats protein bar,420,11/10/2024
chocolate oats protein bar,879,11/11/2024
chocolate oats protein bar,836,11/15/2024
chocolate oats protein bar,400,11/15/2024
chocolate oats protein bar,414,11/19/2024
chocolate oats protein bar,371,11/20/2024
chocolate oats protein bar,584,11/21/2024
chocolate oats protein bar,561,11/25/2024
chocolate oats protein bar,993,11/26/2024
chocolate oats protein bar,586,11/28/2024
chocolate oats protein bar,569,12/2/2024
chocolate oats protein bar,678,12/2/2024
chocolate oats protein bar,85,12/7/2024
chocolate oats protein bar,475,12/9/2024
chocolate oats protein bar,475,12/9/2024
chocolate oats protein bar,9,12/10/2024
chocolate oats protein bar,177,12/12/2024
chocolate oats protein bar,646,12/16/2024
chocolate oats protein bar,133,12/17/2024
chocolate oats protein bar,986,12/17/2024
chocolate oats protein bar,214,12/18/2024
chocolate oats protein bar,48,12/20/2024
chocolate oats protein bar,510,12/22/2024
chocolate oats protein bar,714,12/23/2024
chocolate oats protein bar,848,12/24/2024
chocolate oats protein bar,574,12/28/2024
chocolate oats protein bar,130,12/29/2024
chocolate oats protein bar,606,12/30/2024
chocolate oats protein bar,651,1/2/2025
chocolate oats protein bar,63,1/7/2025
chocolate oats protein bar,736,1/13/2025
chocolate oats protein bar,668,1/15/2025
chocolate oats protein bar,483,1/16/2025
chocolate oats protein bar,902,1/20/2025
chocolate oats protein bar,950,1/21/2025
chocolate oats protein bar,660,1/25/2025
chocolate oats protein bar,159,1/25/2025
chocolate oats protein bar,886,1/25/2025
chocolate oats protein bar,355,1/25/2025
chocolate oats protein bar,329,1/26/2025
chocolate oats protein bar,905,1/26/2025
chocolate oats protein bar,623,1/29/2025
chocolate oats protein bar,978,1/31/2025
chocolate oats protein bar,968,1/31/2025
chocolate oats protein bar,302,2/3/2025
chocolate oats protein bar,828,2/7/2025
chocolate oats protein bar,988,2/8/2025
chocolate oats protein bar,142,2/12/2025
chocolate oats protein bar,433,2/12/2025
chocolate oats protein bar,60,2/14/2025
chocolate oats protein bar,647,2/14/2025
chocolate oats protein bar,244,2/15/2025
chocolate oats protein bar,837,2/15/2025
chocolate oats protein bar,312,2/19/2025
chocolate oats protein bar,782,2/21/2025
chocolate oats protein bar,50,2/23/2025
chocolate oats protein bar,135,2/27/2025
chocolate oats protein bar,302,3/1/2025
chocolate oats protein bar,267,3/2/2025
chocolate oats protein bar,886,3/3/2025
chocolate oats protein bar,406,3/4/2025
chocolate oats protein bar,259,3/5/2025
chocolate oats protein bar,440,3/5/2025
chocolate oats protein bar,571,3/7/2025
chocolate oats protein bar,415,3/8/2025
chocolate oats protein bar,565,3/10/2025
chocolate oats protein bar,113,3/10/2025
chocolate oats protein bar,412,3/13/2025
chocolate oats protein bar,627,3/22/2025
chocolate oats protein bar,927,3/23/2025
chocolate oats protein bar,945,3/27/2025
chocolate oats protein bar,569,3/31/2025
chocolate oats protein bar,512,3/31/2025
chocolate oats protein bar,775,4/5/2025
chocolate oats protein bar,124,4/6/2025
chocolate oats protein bar,689,4/11/2025
chocolate oats protein bar,185,4/12/2025
chocolate oats protein bar,145,4/13/2025
chocolate oats protein bar,258,4/14/2025
chocolate oats protein bar,647,4/18/2025
chocolate oats protein bar,474,4/19/2025
chocolate oats protein bar,483,4/20/2025
chocolate oats protein bar,160,4/21/2025
chocolate oats protein bar,914,4/23/2025
chocolate oats protein bar,484,4/26/2025
chocolate oats protein bar,258,4/29/2025
chocolate oats protein bar,351,5/1/2025
chocolate oats protein bar,123,5/3/2025
chocolate oats protein bar,594,5/10/2025
chocolate oats protein bar,740,5/10/2025
chocolate oats protein bar,528,5/10/2025
chocolate oats protein bar,648,5/11/2025
chocolate oats protein bar,184,5/12/2025
chocolate oats protein bar,31,5/16/2025
chocolate oats protein bar,865,5/17/2025
chocolate oats protein bar,98,5/19/2025
chocolate oats protein bar,562,5/19/2025
chocolate oats protein bar,78,5/20/2025
chocolate oats protein bar,210,5/22/2025
chocolate oats protein bar,254,5/22/2025
chocolate oats protein bar,421,5/23/2025
chocolate oats protein bar,175,5/25/2025
chocolate oats protein bar,842,5/26/2025
chocolate oats protein bar,878,5/27/2025
chocolate oats protein bar,238,5/27/2025
chocolate oats protein bar,624,5/29/2025
chocolate oats protein bar,713,5/31/2025
chocolate oats protein bar,11,6/2/2025
chocolate oats protein bar,91,6/2/2025
chocolate oats protein bar,888,6/7/2025
chocolate oats protein bar,107,6/9/2025
chocolate oats protein bar,992,6/9/2025
chocolate oats protein bar,934,6/10/2025
chocolate oats protein bar,612,6/11/2025
chocolate oats protein bar,937,6/13/2025
chocolate oats protein bar,169,6/14/2025
chocolate oats protein bar,404,6/19/2025
chocolate oats protein bar,277,6/19/2025
chocolate oats protein bar,137,6/20/2025
chocolate oats protein bar,540,6/20/2025
chocolate oats protein bar,530,6/22/2025
chocolate oats protein bar,757,6/23/2025
chocolate oats protein bar,477,6/26/2025
chocolate oats protein bar,561,6/26/2025
chocolate oats protein bar,460,7/2/2025
chocolate oats protein bar,615,7/4/2025
chocolate oats protein bar,612,7/7/2025
chocolate oats protein bar,831,7/8/2025
chocolate oats protein bar,908,7/9/2025
chocolate oats protein bar,202,7/9/2025
chocolate oats protein bar,721,7/16/2025
chocolate oats protein bar,286,7/16/2025
chocolate oats protein bar,895,7/16/2025
chocolate oats protein bar,186,7/18/2025
chocolate oats protein bar,713,7/19/2025
chocolate oats protein bar,769,7/22/2025
chocolate oats protein bar,832,8/1/2025
chocolate oats protein bar,700,8/1/2025
chocolate oats protein bar,455,8/5/2025
chocolate oats protein bar,347,8/6/2025
chocolate oats protein bar,427,8/8/2025
chocolate oats protein bar,821,8/10/2025
chocolate oats protein bar,862,8/12/2025
chocolate oats protein bar,864,8/13/2025
chocolate oats protein bar,988,8/17/2025
chocolate oats protein bar,457,8/19/2025
chocolate oats protein bar,610,8/21/2025
chocolate oats protein bar,937,8/24/2025
chocolate oats protein bar,340,8/26/2025
chocolate oats protein bar,947,8/30/2025
chocolate oats protein bar,39,8/31/2025
chocolate oats protein bar,324,9/3/2025
chocolate oats protein bar,64,9/5/2025
chocolate oats protein bar,927,9/6/2025
chocolate oats protein bar,634,9/8/2025
chocolate oats protein bar,847,9/9/2025
chocolate oats protein bar,277,9/12/2025
chocolate oats protein bar,129,9/15/2025
chocolate oats protein bar,224,9/15/2025
chocolate oats protein bar,183,9/17/2025
chocolate oats protein bar,498,9/17/2025
chocolate oats protein bar,93,9/19/2025
chocolate oats protein bar,954,9/21/2025
chocolate oats protein bar,393,9/23/2025
chocolate oats protein bar,430,9/25/2025
chocolate oats protein bar,437,9/26/2025
chocolate oats protein bar,636,9/29/2025
chocolate oats protein bar,835,9/30/2025
chocolate oats protein bar,346,10/1/2025
chocolate oats protein bar,188,10/2/2025
chocolate oats protein bar,901,10/11/2025
chocolate oats protein bar,444,10/13/2025
chocolate oats protein bar,422,10/14/2025
chocolate oats protein bar,388,10/16/2025
chocolate oats protein bar,216,10/18/2025
chocolate oats protein bar,895,10/18/2025
chocolate oats protein bar,482,10/22/2025
chocolate oats protein bar,298,10/25/2025
chocolate oats protein bar,170,10/29/2025
chocolate oats protein bar,364,10/31/2025
chocolate oats protein bar,629,11/1/2025
chocolate oats protein bar,741,11/5/2025
chocolate oats protein bar,456,11/5/2025
chocolate oats protein bar,885,11/6/2025
chocolate oats protein bar,743,11/8/2025
chocolate oats protein bar,840,11/9/2025
chocolate oats protein bar,201,11/14/2025
chocolate oats protein bar,816,11/18/2025
chocolate oats protein bar,372,11/19/2025
chocolate oats protein bar,274,11/21/2025
chocolate oats protein bar,853,11/23/2025
chocolate oats protein bar,282,11/30/2025
chocolate oats protein bar,516,11/30/2025
chocolate oats protein bar,911,12/1/2025
chocolate oats protein bar,668,12/4/2025
chocolate oats protein bar,522,12/8/2025
chocolate oats protein bar,212,12/9/2025
chocolate oats protein bar,621,12/13/2025
chocolate oats protein bar,475,12/16/2025
chocolate oats protein bar,375,12/18/2025
chocolate oats protein bar,380,12/21/2025
chocolate oats protein bar,901,12/22/2025
chocolate oats protein bar,372,12/27/2025
chocolate oats protein bar,321,12/29/2025
chocolate oats protein bar,489,12/30/2025
chocolate oats protein bar,376,12/30/2025
chocolate oats protein bar,477,1/4/2026
chocolate oats protein bar,746,1/5/2026
chocolate oats protein bar,674,1/15/2026
chocolate oats protein bar,695,1/16/2026
chocolate oats protein bar,377,1/24/2026
chocolate oats protein bar,658,1/25/2026
chocolate oats protein bar,404,1/28/2026
chocolate oats protein bar,495,1/28/2026
chocolate oats protein bar,645,1/29/2026
chocolate oats protein bar,328,1/30/2026
chocolate oats protein bar,683,1/30/2026
chocolate oats protein bar,700,2/1/2026
chocolate oats protein bar,509,2/1/2026
chocolate oats protein bar,682,2/2/2026
chocolate oats protein bar,467,2/3/2026
chocolate oats protein bar,339,2/3/2026
chocolate oats protein bar,495,2/6/2026
chocolate oats protein bar,481,2/6/2026
chocolate oats protein bar,207,2/7/2026
chocolate oats protein bar,408,2/12/2026
chocolate oats protein bar,405,2/18/2026
chocolate oats protein bar,981,2/19/2026
chocolate oats protein bar,583,2/20/2026
chocolate oats protein bar,772,2/20/2026
chocolate oats protein bar,274,2/20/2026
chocolate oats protein bar,616,2/24/2026
chocolate oats protein bar,492,2/27/2026
chocolate oats protein bar,198,2/28/2026
chocolate oats protein bar,841,2/28/2026
chocolate oats protein bar,539,3/9/2026
chocolate oats protein bar,956,3/11/2026
chocolate oats protein bar,482,3/12/2026
chocolate oats protein bar,775,3/12/2026
chocolate oats protein bar,17,3/13/2026
chocolate oats protein bar,867,3/15/2026
chocolate oats protein bar,866,3/15/2026
chocolate oats protein bar,271,3/16/2026
chocolate oats protein bar,258,3/16/2026
chocolate oats protein bar,976,3/18/2026
chocolate oats protein bar,414,3/20/2026
chocolate oats protein bar,732,3/20/2026
chocolate oats protein bar,467,3/21/2026
chocolate oats protein bar,995,3/22/2026
chia seed wellness bar,567,3/6/2021
chia seed wellness bar,552,3/8/2021
chia seed wellness bar,77,3/12/2021
chia seed wellness bar,694,3/13/2021
chia seed wellness bar,665,3/14/2021
chia seed wellness bar,798,3/14/2021
chia seed wellness bar,445,3/17/2021
chia seed wellness bar,347,3/20/2021
chia seed wellness bar,38,3/20/2021
chia seed wellness bar,622,3/20/2021
chia seed wellness bar,243,3/26/2021
chia seed wellness bar,456,3/26/2021
chia seed wellness bar,86,3/28/2021
chia seed wellness bar,997,3/31/2021
chia seed wellness bar,315,4/2/2021
chia seed wellness bar,89,4/5/2021
chia seed wellness bar,634,4/6/2021
chia seed wellness bar,443,4/14/2021
chia seed wellness bar,545,4/15/2021
chia seed wellness bar,198,4/17/2021
chia seed wellness bar,107,4/17/2021
chia seed wellness bar,760,4/23/2021
chia seed wellness bar,56,4/24/2021
chia seed wellness bar,737,4/29/2021
chia seed wellness bar,443,5/5/2021
chia seed wellness bar,692,5/5/2021
chia seed wellness bar,452,5/6/2021
chia seed wellness bar,654,5/9/2021
chia seed wellness bar,457,5/10/2021
chia seed wellness bar,371,5/10/2021
chia seed wellness bar,658,5/10/2021
chia seed wellness bar,51,5/15/2021
chia seed wellness bar,685,5/19/2021
chia seed wellness bar,448,5/21/2021
chia seed wellness bar,527,5/21/2021
chia seed wellness bar,661,5/25/2021
chia seed wellness bar,367,5/25/2021
chia seed wellness bar,54,5/26/2021
chia seed wellness bar,1,5/27/2021
chia seed wellness bar,98,5/29/2021
chia seed wellness bar,52,6/1/2021
chia seed wellness bar,831,6/3/2021
chia seed wellness bar,422,6/3/2021
chia seed wellness bar,522,6/5/2021
chia seed wellness bar,811,6/6/2021
chia seed wellness bar,242,6/6/2021
chia seed wellness bar,245,6/6/2021
chia seed wellness bar,790,6/8/2021
chia seed wellness bar,420,6/9/2021
chia seed wellness bar,543,6/11/2021
chia seed wellness bar,371,6/11/2021
chia seed wellness bar,899,6/15/2021
chia seed wellness bar,69,6/16/2021
chia seed wellness bar,831,6/19/2021
chia seed wellness bar,197,6/21/2021
chia seed wellness bar,307,6/22/2021
chia seed wellness bar,812,6/26/2021
chia seed wellness bar,774,6/27/2021
chia seed wellness bar,71,7/1/2021
chia seed wellness bar,697,7/3/2021
chia seed wellness bar,493,7/3/2021
chia seed wellness bar,942,7/5/2021
chia seed wellness bar,113,7/7/2021
chia seed wellness bar,170,7/8/2021
chia seed wellness bar,192,7/9/2021
chia seed wellness bar,779,7/10/2021
chia seed wellness bar,788,7/10/2021
chia seed wellness bar,938,7/11/2021
chia seed wellness bar,327,7/12/2021
chia seed wellness bar,515,7/12/2021
chia seed wellness bar,670,7/13/2021
chia seed wellness bar,386,7/13/2021
chia seed wellness bar,800,7/21/2021
chia seed wellness bar,316,7/22/2021
chia seed wellness bar,700,7/22/2021
chia seed wellness bar,129,7/26/2021
chia seed wellness bar,935,7/27/2021
chia seed wellness bar,612,7/28/2021
chia seed wellness bar,5,7/28/2021
chia seed wellness bar,495,8/1/2021
chia seed wellness bar,798,8/2/2021
chia seed wellness bar,939,8/4/2021
chia seed wellness bar,254,8/6/2021
chia seed wellness bar,341,8/6/2021
chia seed wellness bar,10,8/9/2021
chia seed wellness bar,474,8/10/2021
chia seed wellness bar,528,8/10/2021
chia seed wellness bar,987,8/14/2021
chia seed wellness bar,258,8/15/2021
chia seed wellness bar,85,8/17/2021
chia seed wellness bar,17,8/17/2021
chia seed wellness bar,761,8/19/2021
chia seed wellness bar,834,8/21/2021
chia seed wellness bar,18,8/24/2021
chia seed wellness bar,959,8/25/2021
chia seed wellness bar,121,8/25/2021
chia seed wellness bar,734,8/27/2021
chia seed wellness bar,639,8/29/2021
chia seed wellness bar,759,8/31/2021
chia seed wellness bar,468,9/5/2021
chia seed wellness bar,535,9/8/2021
chia seed wellness bar,311,9/8/2021
chia seed wellness bar,28,9/9/2021
chia seed wellness bar,904,9/10/2021
chia seed wellness bar,991,9/11/2021
chia seed wellness bar,874,9/15/2021
chia seed wellness bar,73,9/15/2021
chia seed wellness bar,490,9/23/2021
chia seed wellness bar,49,9/23/2021
chia seed wellness bar,97,9/27/2021
chia seed wellness bar,891,9/29/2021
chia seed wellness bar,378,10/4/2021
chia seed wellness bar,589,10/11/2021
chia seed wellness bar,959,10/14/2021
